#,Name,Address,Atoll,Island,District,Rooms,Beds,Phone,Fax,Email,Website,Operator,Owner/Lesse
517,Palm Garden Thoddoo Inn,Pink Rose,Alifu Alifu,Thoddoo,,6,12,9969928,,palmgardenmaldives@gmail.com,,"Adam Faisal
White Rose
AA. Thoddoo
Republic of Maldives","Sanfa Hassan 
White Rose
AA. Thoddoo
Republic of Maldives"
518,Palm Gate,Shanhai,Kaafu,Thulusdhoo,,5,10,7798641,,nalabadhi@gmail.com,www.nalabadhi.com,"Nala Badhi Pvt Ltd
Lot  11200 Hulhumale'
Nirolhu Magu
Male', Republic of Maldives","Ibrahim Nizam
Iramaage 
Thulusdhoo , Kaafu Atoll 
Republic of Maldives"
519,Palm Lodge,Shanhai,Kaafu,Thulusdhoo,,5,10,7871515,6640189,palm.lodge@outlook.com,www.palmlodg.mv,"Creditech Pvt Ltd 
Begam 
Thinadhoo, Gaafu Dhaalu Atoll 
Republic of Maldives","Ibrahim Nizam 
Iramaage 
Thulusdhoo , Kaafu Atoll 
Republic of Maldives"
520,Palm Residence,Hiyaa,Alifu Alifu,Rasdhoo,,6,12,9997266,9997266,,,"Shamsul Hudha Mohamed 
Hiyaavahi
AA. Rasdhoo
Republic of Maldives","Shamsul Hudha Mohamed 
Hiyaavahi
AA. Rasdhoo
Republic of Maldives"
521,Palm Rest,Dhehi Manzil,Kaafu,Kaashidhoo,,8,16,7379046,,kplamrest@gmail.com,www.palmrest.com,"Ahmed Saeed
Fehi Manzil
Kaashidhoo, Kaafu Atoll
Republic of Maldives","Ahmed Saeed 
Fehi Manzil
Kaashidhoo, Kaafu Atoll
Republic of Maldives"
522,Palm Rest - Magoodhoo,Everlast,Faafu,Magoodhoo,,6,12,9992313 / 9559111,,"ahmedshakir777@gmail.com
zmisag@gmail.com",,"Maldives Sea Salt Hotels Pvt Ltd 
M. G.E.K.A.M Building, 3rd Floor
Mohamed Ismail Didi Goalhi
Male', Republic of Maldives","Khadheeja Umar 
Everlast
Magoodhoo, Faafu Atoll
Republic of Maldives"
523,Palm Tree Maamigili,White Rose,Alifu Dhaalu,Maamigili,,4,8,"7981622
9774131",,"palmtree@maamigili.com

rsaydzz@hotmail.com",,"Azeema Mohamed 
Sun Sade 
Maamigili, Alifu Dhaalu Atoll
Republic of Maldives","Mohamed Ziyad 
Eggamuge 
Maamigili, Alifu Dhaalu Atoll
Republic of Maldives"
524,Palm Villa,Malagura,Noonu,Velidhoo,,6,12,7789197,,habeeb@fasfinntravel.com,,"Ahmed Habeeb 
H. Kulunu Hiyaa
Kaasinjee Magu
Male', Republic of Maldives","Ahmed Habeeb 
H. Kulunu Hiyaa
Kaasinjee Magu
Male', Republic of Maldives"
525,Palms Retreat,Sunshine Fulhadhoo Kilege Hingun,Baa,Fulhadhoo,,24,12,7540793,,palmsretreat@gmail.com,,"Ahmed Aiman 
M. Husnoo Villa
Male', Republic of Maldives","Ahmed Aiman 
M. Husnoo Villa
Male', Republic of Maldives"
526,Palmscape,"Hulhumale' Lot no. 10106, Dhiggaa Magu",Kaafu,Male',Hulhumale',10,20,3352053,,nittte@gmail.com,,"Urban Farmer (SP)
Ahmed Nisham Ali
Ma. Reendhoomaagey Hulhangubai
Male', Republic of Maldives","Aminath Rasheeda 
Ma. Reendhoomaagey Hulhangubai
Male', Republic of Maldives"
527,Pandanus Villa,Munich,Noonu,Velidhoo,,4,8,"7778175
3331513",,nashyka@muni.com.mv,,"Muni Travels & Trading Pvt Ltd 
M. Loobiya, 5th Floor
Ameenee Magu
Male', Republic of Maldives","Nizar Hassan 
Eggamuge, N. Velidhoo
Republic of Maldives"
528,Paradise Lagoon,Huvandhu,Alifu Dhaalu,Dhangethi,,3,6,7752480,,zoonamariyam@yahoo.com,,"Maraiyam Zoona
M. Dhimishqu
Male', Republic of Maldives","Abdul Qadhir Hassan 
Huvandhu
Adh. Dhangethi
Republic of Maldives
"
529,Paradise Retreat,Landscape Bahaaree Higun,Kaafu,Maafushi,,6,12,7772955,3320597,nafiz@atolldiscovery.com,,"Marry Brown Family Restaurant Pvt Ltd 
G. Rosaree View, 2nd Floor
Husnuheena Magu
Male', Republic of Maldives","Ibrahim Fuad 
Landscape,
Maafushi, Kaafu Atoll
Republic of Maldives"
530,Paradisola Maldives,"Suhaanee, Orchid Magu",Noonu,Fodhdhoo,,5,10,9117393,,paradisolamaldives@gmail.com,,"Maldives Holiday Apartments Pvt. Ltd. 
Heylhi
Velidhoo, Noonu Atoll
Republic of Maldives","Ahmed Shareef 
H. Champaage
Male', Republic of Maldives"
531,Paralian Hulhumale',Hulhumale' Lot. No. 10359,Kaafu,Male',Hulhumale',18,36,3359911,3359911,admin@paralian.mv,paralian.mv,"Sheesha Maldives Pvt Ltd 
H. Sheesha Vehi, 3rd Floor
Muthee Goalhi
K. Male', Republic of Maldives","Ahmed Hassan Manik 
H. Sheesha Vehi
Male', Republic of Maldives"
532,Paris Inn,Paris,Alifu Dhaalu,Mahibadhoo,,8,16,7731727,,nadeem731727@yahoo.com,,"Ahmed Nadeem 
Paris
Mahibadhoo, Alifu Dhaalu Atoll
Republic of Maldives","Adam Hassan 
Paris
Mahibadhoo, Alifu Dhaalu Atoll
Republic of Maldives"
533,Pearl Sands at Huraa,Huraa Uthuru Thundi,Kaafu,Huraa,,32,64,7785131,3321615,ibbesaid2@gmail.com,www.pearlsandsathuraa.com,"Pearl Sands of Maldives Pvt Ltd 
H. Ruvaamaage
Janavaree Magu
Male', Republic of Maldives","The Secretariat of Kaafu Huraa Council
Huraa, Kaafu Atoll 
Republic of Maldives"
534,Pearlshine Retreat Maldives,Raazdhaan,Kaafu,Gulhi,,6,12,7373292,,pearlshinemaldives@gmail.com,www.pearlshinemaldives.com,"Hawwa Shahira (A142522)
Razdhaan
Gulhi, Kaafu Atoll
Republic of Maldives","1. Hawwa Shahira 
Razdhaan
Gulhi, Kaafu Atoll
Republic of Maldives
2. Gaasim Mohamed 
Razdhaan
Gulhi, Kaafu Atoll
Republic of Maldives"
535,Pebbles Inn,Lagoon View,Seenu,Hithadhoo,,14,28,7792004,,stay@pebblesinn.com,www.pebblesinn.com,"Triple B Pvt Ltd 
H. Hulhugali, 3rd Floor
Karankaa Magu
Male', Republic of Maldives","Ibrahim Mohamed Didi 
Lagoon View
S. Hithadhoo
Addu City, Republic of Maldives"
536,Pelican Beach Maafushi,Fathis,Kaafu,Maafushi,,6,12,7699914,,pelicanbeachmaldives@gmail.com,,"Yoosuf Rizmeen
Pelican Beach Maldives (SP)
Dhinasha
Kalaidhoo, Laamu Atoll
Republic of Maldives","Ahmed Moosa(A128087)
Tharividhaage
Maafushi, Kaafu Atoll
Republic of Maldives"
537,Perla Dhangethi,Saan,Alifu Dhaalu,Dhangethi,,14,28,"7202050
7944229",,reservations@perladhangethi.com,www.perladhangrthi.com,"Perla Maldives Private Limited 
Saan 
Dhangethi, Alifu Dhaalu Atoll
Republic of Maldives","Haleema Abdulla 
Dhaftharu No.: 2922
Male', Republic of Maldives"
538,Pine Lodge Maldives,"Haasil, Hulhumale' Lot No. 11103, Kelaa Magu",Kaafu,Male',Hulhumale',12,24,7970065,,office.pinemaldives@gmail.com,,"Pine Maldives Pvt Ltd 
Haasil, Hulhumale' Lot No. 11103
Kelaa Magu
Male', Republic of Maldives","Hussain Siraj 
Anbareege
Foakaidhoo, Shaviyani Atoll
Republic of Maldives"
539,Pinewood Hideaway,"Haama, Haama Goalhi",Seenu,Meedhoo,,3,6,9166699,,mohamedalihussain@hotmail.com,,"Pinewood Carpentary (SP)
Mohamed Didi 
Husnuheenaavaadhee
Meedhoo, Seenu Atoll
Republic of Maldives","Mohamed Didi 
Husnuheenaavaadhee
Meedhoo, Seenu Atoll
Republic of Maldives"
540,Planktons Beach,Hulhumale’ Lot. No 10094,Kaafu,Male',Hulhumale’,8,16,3350344,,booking@planktonsbeach.com,www.planktonsbeach.com,"Virgo Maldives 
M. Hiyama 
Gulhazaaru Goalhi
Male', Republic of Maldives","Sheela Bushree 
Lot No. 10094
Hulhumale', Kaafu Atoll 
Republic of Maldives"
541,Plumeria,Moony Night,Vaavu,Thinadhoo,,21,42,6706001,6706002,admin.ho@plumeriamaldives.com,www.plumeriamaldives.com,"Plumeria Hotels and Resorts Pvt. Ltd. 
M. Canopus
Orchid Magu
Male', Republic of Maldives","Abdul Rahman Hassan 
Moony Night
V. Thinadhoo
Republic. of Maldives"
542,Plumeria Sea View,"Olhugiri, Feyrugasdhoshuge",Vaavu,Thinadhoo,,27,54,"6706001 
9110880",6706004,info@plumeriamaldives.com,www.plumeriamaldives.com,"Plumeria Hotels and Resorts Pvt. Ltd.
M. Canopas, 1st floor
Male'
Republic of Maldives","1. Owner of Olhugiri
Habeeba Ali 
Olhugiri    
Thinadhoo, Vaavu Atoll
Republic of Maldives
2. Owner of Ferugasdhoshuge
Waheeda Yoosuf  
Anbaree House                          
Maafushi, Kaafu Atoll                 
Republic of Maldives"
543,Point Inn,"Point Nayaa, Hulhumale’ Lot no. 10366, Hirundhu Magu",Kaafu,Male',Hulhumale’,15,30,7771642 / 3350661,,cmo@pointtravels.com.mv,www.pointing.com.mv,"Point Travels and Tours Pvt Ltd 
H. Point Havaa, 2nd Floor
Male', Republic of Maldives","Shameema Adam 
H. Point Hiyaa
Male', Republic of Maldives"
544,Portia and Spa,Shilfas,Kaafu,Dhiffushi,,10,20,7996163,,portiahotel@gmail.com,,"Portia Investment Pvt Ltd 
M. Finivaadhee, Ground Floor
Male', Republic of Maldives","Ibrahim Luthfee
Evening Villa
Dhiffushi, Kaafu Atoll
Republic of Maldives"
545,Premier Beach,"Tourism Zone, K. Gulhi (state owned) 
Block No. 13",Kaafu,Gulhi,,4,8,"9799866
9867157",,info@premierbeach.com.mv,www.premierbeach.com.mv,"Abdul Aula Ali Khaleel 
G. Lucky Step
Male', Republic of Maldives","Abdul Aula Ali Khaleel 
G. Lucky Step
Male', Republic of Maldives"
546,Q Inn,Hulhumale' Lot. No. 11026,Kaafu,Male',Hulhumale',12,24,"3358850
7900116",3358850,reservations@atollconceptmaldives.com,,"Atoll Concept Maldives Pvt Ltd
H. Fini Villa, 3rd Floor
Karankaa Magu
Male', Republic of Maldives","Ahmed Zareer 
Blue Sky
Hulhudhoo, Seenu Atoll
Republic of Maldives"
547,Quicksand Rasdhoo,"Fiya & Murangamaage
Saharaamagu",Alifu Alifu,Rasdhoo,,6,12,9778005,9778005,quicksandrasdhoo@gmail.com,,"Mareena Ahmed 
Fiya
Rasdhoo, Alifu Alifu Atoll
Republic of Maldives","1. Mareena Ahmed
 Fiya
 Rasdhoo, Alifu Alifu Atoll
 Republic of Maldives
2. Khalid Ahmed 
 Murangamaage
 Rasdhoo, Alifu Alifu Atoll
 Republic of Maldives"
548,Raabade Maldives,Viligileege,Gaafu Dhaalu,Hoadehdhoo,,5,10,9775424,,raabademaldives@gmail.com,,"Raabade Maldives LLP 
Martin 
Hoadhedhoo, Gaafu Dhaalu Atoll 
Republic of Maldives","Fathimath Hassan Manik 
Dhaftharu. No 1631 
Male', Republic of Maldives"
549,Raakani Home,Beachville,Haa Dhaalu,Hanimaadhoo,,3,6,7792965,7792965,abloali@gmail.com,,"Abdulla Ali
Roanuge
Hdh Hanimaadhoo
Republic of Maldives","Mohamed Agleem 
Beach Vilu 
Hdh. Hanimaadhoo 
Republic of Maldives"
550,Raakani Villas & Spa,Jewel,Kaafu,Guraidhoo,,7,14,7785263,,info@raakanivillas.com,www.raakanivillas.com,"""Lambis Holdings Pvt Ltd (C-0289/2016)
Ma. Summit
Maaveyo Magu
Male', Republic of Maldives""","Nahida Ahmed (A095451)
Jewel
K. Guraidhoo
Male', Republic of Maldives"
551,Raalhu Dhangethi,"Finihiyaage, Chaandhanee Magu",Alifu Dhaalu,Dhangethi,,3,6,7443777,,rewavemaldives@outlook.com,http://raalhudhangethi.com/,"ReWave (SP)
Mohamed Nashid Hassan 
Finihiyaage
Dhangethi, Alifu Dhaalu Atoll
Republic of Maldives","Hassan Ahmed 
Finihiyaage
Dhangethi, Alifu Dhaalu Atoll
Republic of Maldives"
552,Rai Nika Beach,Veenus Villa,Vaavu,Thinadhoo,,5,10,,,info@rainikabeach.com,,"Abdul Shakoor Abdul Rahman (A043844)
Veenus Villa
V. Thinadhoo
Republic of Maldives","Abdul Shakoor Abdul Rahman
Veenus Villa
V. Thinadhoo
Republic of Maldives"
553,Ramzu Villa,"Night Rose, Asseyri Magu",Alifu Alifu,Thoddoo,,14,28,9774552,,azmathkhaleel@gmail.com,,"Aimaan Investment (SP)
Azmath Khaleeel 
Night Rose
Thoddoo, Alifu Alifu Atoll
Republic of Maldives","Moosa Khaleel 
Night Rose
Thoddoo, Alifu Alifu Atoll
Republic of Maldives"
554,Ranboli Stay,"Gold Coin, Meeraaz Magu",Baa,Dharavandhoo,,5,10,7779576,,ranbolistay@gmail.com,,"My Maldives Pvt Ltd 
M. Kiara, 4th Floor
Fulooniya Magu
Male', Republic of Maldives","Mukhthar Yoosuf 
Gold Coin
Dharavandhoo, Baa Atoll
Republic of Maldives"
555,Rangali Eto's,Rangali,Kaafu,Guraidhoo,,3,6,7712377,,saamee0015@gmail.com,,"Rangali Eto's Pvt. Ltd. (C-1088/2017)
Rangali
Guraidhoo, Kaafu Atoll","Easa Adam 
Anbumaage \ AA.Thoddu"
556,Rani Beach,"Eash Villa, Hulhumale' 10135",Kaafu,Male',Hulhumale',6,12,3351053,3350031,info@ranibeachmaldives.com,http://www.ranibeach.com/,"Alvina 
Aminath Shuhudha 
V. Belvil
Male', Republic of Maldives","Aminath Shuhudha 
V. Belvil
Male', Republic of Maldives"
557,Ras Reef,Niyama,Alifu Alifu,Rasdhoo,,5,10,7955525,,rasreefrasdhoo@gmail.com,,"Abdulla Rasheed 
Luboagasdhoshuge, 
Rasdhoo, Alifu Alifu Atoll
Male', Rep of Maldives","Abdulla Rasheed 
Luboagasdhoshuge, 
Rasdhoo, Alifu Alifu Atoll
Male', Rep of Maldives"
558,Rasdhoo Coralville,Niyami,Alifu Alifu,Rasdhoo,,5,10,7951606,,rasdhoocoralville@gmail.com,,"Abdul Rasheed Adam 
Niyami 
AA. Rasdhoo
Republic of Maldives","Abdul Rasheed Adam 
Niyami 
AA. Rasdhoo
Republic of Maldives"
559,Rasdhoo Dive Lodge,"""Zazeena, Dhilkashvilla""",Alifu Alifu,Rasdhoo,,4,8,9902240,,info@rasdhoo.com,www.rasdhoo.com,"""Ikram Khalid
Icoco (SP-0838/2015)
Dhilkushaage
AA. Rasdhoo
Republic of Maldives""","""Sharumeela Abdulla (A002157)
Zazeena, AA. Rasdhoo
Republic of Maldives

Aminath Mohamed (A002179)
Dhilkshaage, AA. Rasdhoo
Republic of Maldives"""
560,Rasdhoo Grand and Spa,Jabroalgasdhoshuge,Alifu Alifu,Rasdhoo,,12,24,7777860,,hassamtesoro@gmail.com,,"Ibrahim Adam 
Jabroalgasdhoshuge
Rasdhoo, Alifu Alifu Atoll 
Republic of Maldives","Ibrahim Adam 
Jabroalgasdhoshuge
Rasdhoo, Alifu Alifu Atoll 
Republic of Maldives"
561,Rasdhoo Island Inn,"Bonthi, Huraagandu Magu, Rasdhoo, Alifu Alifu Atoll, Republic of Maldives",Alifu Alifu,Rasdhoo,,4,8,9862014,,info@rasdhooislandinn.com,http://www.rasdhooislandinn.com/,"Rasdhoo Island Inn 
Hassan Latheef 
Kasthoorige
Rasdhoo, Alifu Alifu Atoll
Republic of Maldives","Habeeba Abdulla 
Bonthi
Rasdhoo, Alifu Alifu Atoll
Republic of Maldives"
562,Rasdhoo Island Inn Beach Front,Ahsidha,Alifu Alifu,Rasdhoo,,8,16,9862014,,info@rasdhooislandinn.com,www.rasdhooislandinn.com,"Hassan Latheef
Rasdhoo Island Inn 
Kasthoorige
AA. Rasdhoo
Rep. of Maldives","Ahmed Shareef 
Garden House
AA, Rasdhoo
Republic of Maldives"
563,Rasdhoo Stay,Dawn Light / Hudhuasurumaage,Alifu Alifu,Rasdhoo,,12,24,7721370,,info@rasdhoostay.com,www.rasdhoostay.com,"Ismail Rasheed 
Alimasge
Rasdhoo, Alifu Alifu Atoll
Republic of Maldives","Haroon Mohamed 
Alimasge 
Rasdhoo, Alifu Alifu Atoll 
Republic of Maldives"
564,Rasdhoo Vibes,"Lillymeed, Ghaazee Magu",Alifu Alifu,Rasdhoo,,6,12,9640177,,book@islandvibesrasdhoo.com,http://islandvibesrasdhoo.com/,"Island Vibes Rasdhoo Pvt Ltd 
Ghaazee Magu 
Rasdhoo, Alifu Alifu Atoll
Republic of Maldives","Ibrahim Rasheed 
Raiybageechaage
Rasdhoo, Alifu Alifu Atoll
Republic of Maldives"
565,Rasdhoo Wave Blue Guest Inn,Kudhimaage,Alifu Alifu,Rasdhoo,,4,8,,,rasdhoowaveblue@gmail.com,,"Fathimath Ismail 
Kudhimaage
Rasdhoo, Alifu Alifu Atoll
Republic of Maldives","Fathimath Ismail 
Kudhimaage
Rasdhoo, Alifu Alifu Atoll
Republic of Maldives"
566,Rasdu View Inn,Morning Happy,Alifu Alifu,Rasdhoo,,5,10,9121351,,ali.rafiu@gmail.com,,"Ali Rafiu 
Morning Happy
Rasdhoo, Alifu Alifu Atoll
Republic of Maldives","Moomin Nizar 
Morning Happy
AA. Rasdhoo
Republic of Maldives"
567,Rashu Hiyaa,"Zaifan, Lovely",Kaafu,Dhiffushi,,,,"3326787
7954904
9667505",3316787,info@rashuhiyaa.mv,www.rashuhiyaa.mv,"Rashu Hiyaa Holdings Pvt Ltd 
H. Unikuri
Muithoshi Goalhi
Male', Republic of Maldives","1. Ahmed Majid
Lovely Guard
Dhiffushi, Kaafu Atoll, Republic of Maldives
2. Ahmed Zaeem 
Kudhimaage
Dhiffushi, Kaafu Atoll, Republic of Maldive"
568,Rasvillage,Vinavi,Alifu Alifu,Rasdhoo,,7,14,7709087,,reservations.rasvillage@gmail.com,,"Anisa Ali 
Vinavi 
Rasdhoo, Alifu Alifu Atoll 
Republic of Maldives","Anisa Ali 
Vinavi 
Rasdhoo, Alifu Alifu Atoll 
Republic of Maldives"
569,Reef Edge,Reality,Kaafu,Thulusdhoo,,12,24,6643678 / 7450777,,info@plankton.com.mv,www.reefedge.com,"Plankton Investement Pvt Ltd 
Ma. Gulaabee Hiyaa 
Male', Republic of Maldives","Hassan Thusham 
Vahkandu
Thulusdhoo, Kaafu Atoll 
Republic of Maldives"
570,Reethi Villa,Rihiveli,Vaavu,Thinadhoo,,3,6,9111712,,reethivilla.maldives@gmail.com,,"Hassan Yasmeen Ali
Hulhagumatheege
Hinnavaru, Lhaviyani Atoll
Republic of Maldives","Mohamed Saeed
Rasfaru
Thinadhoo, Vaavu Atoll
Republic of Maldives"
571,Rehendhi Villa,"Maathila, Miskiy Magu",Kaafu,Maafushi,,27,54,7999798,,rehendhihotels@gmail.com,,"Rehendhi Hotels Pvt Ltd 
Bahaaru
Haveeree Hingun
Maafushi, Kaafu Atoll
Republic of Maldives","Land Owners of Maa Thila
1. Mohamed Nahid 
2. Mariyam Nahida 
3. Fathimath Najudha 
4. Ahmed Nahid 
5. Aishath Naajee 
6. Aminath Waheeda 
Maathila, K. Maafushi, Republic of Maldives"
572,Rekidhiye Inn,"Mauman, Sunset Hingun",Seenu,Hithadhoo,,18,36,7773098,,bushree@hotmail.com,www.rekidhiyeinn.com,"Rekidhiye & Co LLP (P)
Mauman
Sunset Hingun
Hithadhoo, Addu City
Republic of Maldives","Aminath Habeeba 
Dhaftharu. No RS 4112
Male'
Republic of Maldives"
573,Relax Lodge,Asurumaage,Alifu Alifu,Thoddoo,,8,16,9668820,,relaxlodge1759@gmail.com,,"Ali Risan
Moonimaage
AA. Thoddoo
Republic of Maldives","Aminath Hassan 
Asurumaage
AA. Thoddoo
Republic of Maldives"
574,Relax Residence,,Alifu Alifu,Thoddoo,,4,8,,,relaxresidence@gmail.com,,"Ibrahim Saniz (A002646)
Ferti Plus (SP -5017/2015)
Noovilaage, 
Thoddoo, Alifu Alifu Atoll
Republic of Maldives","Jaufar Adam (A002797)
Rankokaage
Thoddoo, Alifu Alifu Atoll
Republic of Maldives"
575,Relax Villa,"New Line, Haveeree Hingun",Alifu Alifu,Thoddoo,,5,10,9725000,,aishatinaza@gmail.com,,"Park View (SP)
Aishath Inaza 
Noovilaage
Thoddoo, Alifu Alifu Atoll
Republic of Maldives","1. Aishath Inaza 
Noovilaage
Thoddoo, Alifu Alifu Atoll
Republic of Maldives
2. Mukhthar Naseer 
Chaandhaneege
Thoddoo, Alifu Alifu Atoll
Republic of Maldives"
576,Remora by Magdalena,"Orchidview, Eid Miskih Magu",Faafu,Nilandhoo,,7,14,9711066,,info@magdalenatravels.com,,"Magdalena Company Pvt Ltd 
Vaijeheyge, Thona
Nilandhoo, Faafu Atoll
Republic of Maldives","Ibrahim Naseer Mohamed
Orchid Villa
Magoodhoo, Faafu Atoll
Republic of Maldives"
577,Remora Summer House,Noor,Faafu,Nilandhoo,,6,12,9711066,,info@magdalenatravels.com,,"Abdul Majid
M. Iraaku Villa
Male', Republic of Maldives","Moosa Ahmed 
Noor
F. Nilandhoo
Rep. of Maldives"
578,Reposo View,Musthafaa Manzil,Baa,Dharavandhoo,,4,8,7892951,,info@bellmaldives.com,www.reposoview.com,"Bell Marine & Trading Pvt Ltd 
M. White Bell
Male'. Republic of Maldives","Ramiza Abdul Sattar 
G. Sina Male' 2-13-03
Male', Republic of Maldives"
579,Resten Inn,Neel Villa,Alifu Alifu,Thoddoo,,3,6,9192342,,resteninn@gmail.com,,"""Feem Private Limited (C-0500/2016)
Neel  Villa
AA. Thoddoo
Republic of Maldives ""","""1. Ahmed Nadheem (A007521)
Alivaage, AA. Thoddoo
2. Mohamed Nazeem (A007523)
Alivaage, AA. Thoddoo
3. Ali Kaleem (A159105)
Alivaage, AA. Thoddoo
4. Zulaikha Laisha (A252527)
Alivaage, AA. Thoddoo"""
580,Resten View,Alivaage,Alifu Alifu,Thoddoo,,5,10,9192340,,groupsheens@gmail.com,,"Mariyam Firasha
Alivaage, 
Thoddoo, Alifu Alifu Atoll
Republic of Maldives","Adam Ibrahim 
Alivaage
Thoddoo, Alifu Alifu Atoll
Republic of Maldives"
581,Reveries Diving Village,Monaan,Laamu,Gan,,23,46,3315878,3333597,neena@bison.com.mv,,"Bison Travel Maldives Pvt Ltd 
G. Soasanee ( 1st Floor) 
Rah Dhebai Magu 
Male', Republic of Maldives","Neena Mansoor 
Ma. Manas 
Nikagas Hingun 
Male', Republic of Maldives 

Abdul Majeed
Ma. kabeelaage
kaaminee Magu 
Male', Republic of Maldives"
582,Rihiveli Inn,"Rihiveli
Moonlight Magu",Thaa,Kinbidhoo,,4,8,7500675,,Rihiveliinn@gmail.com,,"De Lustre 
Rihiveli
Kinbidhoo, Thaa Atoll
Republic of Maldives","Hawwa Nasira 
Dhatharu No. RS 12739
Male', Republic of Maldives"
583,Rij Hulhumale,Hulhumale' Lot No. 10056 no:06 Nirolhu Magu,Kaafu,Male',Hulhumale',10,20,3357788,,info@rijhotels.com,www.rijhotels.com,"Le Tour De Maldives Pvt Ltd 
M. Hiyaafinige
Fareedhee Magu
Male', Republic of Maldives","Abdul Haseeb Mohamed 
Daisymaage, 
Fulidhoo, Vaavu Atoll
Republic of Maldives"
584,Rindali,Malaaz,Dhaalu,Maaenboodhoo,,3,6,9680000,,admin@rindali.com,http://www.rindali.com/,"Kothafaru Brothers Pvt Ltd 
Malaaz
Hiyfaseyha Magu
Maaenboodhoo, Dhaalu Atoll
Republic of Maldives","1. Adam Shameem 
Malaaz, Dh. Maaenboodhoo, Republic of Maldives
2. Mohamed Asim 
Malaaz, Dh. Maaenboodhoo, Republic of Maldives
3. Ali Shameem 
Malaaz, Dh. Maaenboodhoo, Republic of Maldives
4. Niyaza 
Malaaz, Dh. Maaenboodhoo, Republic of Maldives
5. Musheera Moosa Hameed 
Malaaz, Dh. Maaenboodhoo, Republic of Maldives
6. Hariyya Ahmed 
Malaaz, Dh. Maaenboodhoo, Republic of Maldives"
585,Rindhali Beach,Industrial Plot,Kaafu,Kaashidhoo,,7,14,"9454115
9795455",,ajumariyam@gmail.com,,"Rindhali Beach (SP)
Mariyam Ajfan (A166925)
M. Thilaakolhu
Male',Republic of Maldives","Male' Atholhu Kaashidhoo Councilge Idhaara
Kaashidhoo, Kaafu Atoll
Republic of Maldives"
586,Rip Tide Vacation Inn,1. Dhonveli 2. Veli,Kaafu,Guraidhoo,,7,14,3324560,3006272,asaeed6272@gmail.com,,"Aaras Maldives Private Limited 
G. Villa, 1st Floor 
Raivilla Goalhi
Male', Republic of Maldives","1. Land Owner of Dhonveli
Ahmed Shareef 
Dhonveli
Guraidhoo, Kaafu Atoll
Republic of Maldives
2. Land Owner of Veli
Abdulla Saeed 
Veli
Guraidhoo, Kaafu Atoll
Republic of Maldives"
587,Ripple Beach Inn,Hulhumale' Lot No. 10117,Kaafu,Male',Hulhumale',10,20,"3352012
7902012",3358060,sales@ripplebeachinn.com,www.ripplebeachinn.com,"Ripple Beach Investments Pvt Ltd 
Hulhumale' Lot No. 10117
Hulhumale' 
Republic of Maldives","Abdulla Naseer
Hulhu Male' 10117
Republic of Maldives"
588,Rising Sun Beach View,Askani Village-1,Vaavu,Thinadhoo,,4,8,7947565,,asmil.banny@gmail.com,,"Wow Souvenir 
Hussain Azmeel 
Kasthoorige 
Komandoo, Shaviyani Atoll 
Republic of Maldives","Nashid Abdul Shakoor
Veenus Villa
Thinadhoo, Vaavu Atoll
Republic of Maldives"
589,"Riveli Retreat, Mathiveri, Maldives",Blue Reef,Alifu Alifu,Mathiveri,,6,12,"7778299
9980008",,info@rivelimaldives.com,www.rivelimaldives.com,"M.I.F.A Private Limited
West Rest
Mathiveri, Alifu Alifu Atoll
Republic of Maldives","Gamarunnisa
West Rest
AA. Mathiveri
Republic of Maldives"
590,Rivethi Beach Boutique,Hulhumale’ Lot No. 11070,Kaafu,Male',Hulhumale’,15,30,3352610,,reservations@rivethibeach.com,www.rivethibeach.com,"Ibrahim Nasir Mohamed 
G. Farivina 
Anona Goalhi 
Male', Republic of Maldives","Ibrahim Nasir Mohamed 
G. Farivina 
Anona Goalhi 
Male', Republic of Maldives"
591,Riyaludhathuru,"Meezaan, Boduthakurufaanu Magu",Alifu Alifu,Thoddoo,,3,6,7844658,,riyaludhathuru@gmail.com,,"Riyaludhathuru (SP)
Zuhura Abdullah
Meezaan
Thoddoo, Alifu Alifu Atoll
Republic of Maldives","Zuhura Abdullah 
Meezaan
Thoddoo, Alifu Alifu Atoll
Republic of Maldives"
592,RNB Boutique,Hulhumale' Lot. No. 10668,Kaafu,Male',Hulhumale',10,20,3356565,,info@rnbmaldives.com,www.rnbmaldives.com,"RNB Pvt Ltd 
M. Boaddu , 2nd Floor 
Male, Republic of Maldives","Mohamed Riyaz 
M. Boaddoo 
Male', Republic of Maldives"
593,Rosemary Boutique,"Yaaz
06, Ziyaarai Magu",Kaafu,Maafushi,,22,44,7394401,,rosemarymaafushi@gmail.com,,"A&F Associate Business Pvt Ltd 
Ma. Maafolheyge
Male', Republic of Maldives","Hussain Fariyaad 
G. Sina Male', 2 11-02 
Male', Republic of Maldives"
594,Rosy Villa,"Rosy Villa
137, Neeloafaru Magu",Kaafu,Guraidhoo,,12,24,"7870001
7900999",,rosyvillapvtltd@gmail.com,www.rosyvilla.com,"Rosy Villa Maldives Pvt Ltd 
Rosy Villa
Guraidhoo, Kaafu Atoll
Republic of Maldives","Ali Nizar Adam 
Rosy Villa
Guraidhoo, Kaafu Atoll
Republic of Maldives"
